"Id";"AccountId";"AccountName";"AccountType";"Date";"Description";"OriginalDescription";"MainCategoryId";"MainCategoryName";"CategoryId";"CategoryName";"CategoryType";"ExpenseType";"Amount";"Balance";"CounterEntryId";"Comment";"Tags";"Extraordinary";"SplitGroupId";"CustomDate";"Currency";"OriginalAmount";"OriginalCurrency"
"638397805000914056";"637674667930491040";"Kærestekonto";"Consumption";"02-01-2024";"Fællesudgifter";"Fællesudgifter";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"3500,00";"6468,64";"638397802336662865";"";"";"No";"";"";"DKK";"3500,00";"DKK"
"638397805000914057";"637674667930491040";"Kærestekonto";"Consumption";"02-01-2024";"Dagligvarer - PRM";"Dagligvarer - PRM";"14";"Husholdning";"132";"Dagligvarer";"Expense";"Variable";"3500,00";"2968,64";"";"";"";"No";"";"";"DKK";"3500,00";"DKK"
"638397805000914058";"637674667930491040";"Kærestekonto";"Consumption";"02-01-2024";"Ingo Vigerslev All";"INGO VIGERSLEV ALL 20755";"13";"Transport";"124";"Brændstof";"Expense";"Variable";"-485,90";"-531,36";"";"";"";"No";"";"";"DKK";"-485,90";"DKK"
"638397805000914059";"637674667930491040";"Kærestekonto";"Consumption";"02-01-2024";"Netto Amagerbrogad";"Netto Amagerbrogad 12310";"14";"Husholdning";"132";"Dagligvarer";"Expense";"Variable";"-56,50";"-45,46";"";"";"";"No";"";"";"DKK";"-56,50";"DKK"
"638398672639830273";"637674667930491040";"Kærestekonto";"Consumption";"02-01-2024";"downtown.dk";"downtown.dk 41648";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-60,00";"6408,64";"638397803466627606";"";"";"No";"";"";"DKK";"-60,00";"DKK"
"638398672639830269";"637674667930491040";"Kærestekonto";"Consumption";"03-01-2024";"Parkman";"PARKMAN 358942720960";"13";"Transport";"129";"Parkering";"Expense";"Variable";"-19,15";"5981,01";"";"";"";"No";"";"";"DKK";"-19,15";"DKK"
"638398672639830270";"637674667930491040";"Kærestekonto";"Consumption";"03-01-2024";"R-Bakery Hvidovre";"R-BAKERY HVIDOVRE";"14";"Husholdning";"133";"Kiosk, bager & specialbutikker";"Expense";"Variable";"-35,00";"6000,16";"";"";"";"No";"";"";"DKK";"-35,00";"DKK"
"638398672639830271";"637674667930491040";"Kærestekonto";"Consumption";"03-01-2024";"EasyPark A/S easypark.dk";"EasyPark A/S easypark.dk";"13";"Transport";"129";"Parkering";"Expense";"Variable";"-16,00";"6035,16";"";"";"";"No";"";"";"DKK";"-16,00";"DKK"
"638398672639830272";"637674667930491040";"Kærestekonto";"Consumption";"03-01-2024";"Kft Jylland-Kbh Koebenhavn V";"KFT JYLLAND-KBH KOEBENHAVN V";"14";"Husholdning";"132";"Dagligvarer";"Expense";"Variable";"-357,48";"6051,16";"";"";"";"No";"";"";"DKK";"-357,48";"DKK"
"638399530032499012";"637674667930491040";"Kærestekonto";"Consumption";"03-01-2024";"Boulders ApS";"Boulders ApS 29671";"17";"Privatforbrug";"147";"Sport & fritid";"Expense";"Variable";"-28,00";"5892,51";"";"";"";"No";"";"";"DKK";"-28,00";"DKK"
