"Id";"AccountId";"AccountName";"AccountType";"Date";"Description";"OriginalDescription";"MainCategoryId";"MainCategoryName";"CategoryId";"CategoryName";"CategoryType";"ExpenseType";"Amount";"Balance";"CounterEntryId";"Comment";"Tags";"Extraordinary";"SplitGroupId";"CustomDate";"Currency";"OriginalAmount";"OriginalCurrency"
"637674667688268943";"637674667682955970";"Faste Fællesudgifter";"Consumption";"21-09-2020";"SpotifySE";"SpotifySE
EndToEndID: NOTPROVIDED";"17";"Privatforbrug";"163";"Film, musik & læsestof";"Expense";"Variable";"-124,00";"4706,55";"";"";"";"No";"";"";"DKK";"-124,00";"DKK"
"637674667688268941";"637674667682955970";"Faste Fællesudgifter";"Consumption";"01-10-2020";"Faste fællesudgifter";"Faste fællesudgifter
EndToEndID: NOTPROVIDED";"16";"Andre leveomkostninger";"146";"Sundheds- & sygeforsikring";"Expense";"Fixed";"500,00";"5706,55";"";"";"";"No";"";"";"DKK";"500,00";"DKK"
"637674667688268942";"637674667682955970";"Faste Fællesudgifter";"Consumption";"01-10-2020";"Fast Overførsel - Patric";"Fast Overførsel - Patric
EndToEndID: NOTPROVIDED";"";"";"";"";"Income";"";"500,00";"5206,55";"";"";"";"No";"";"";"DKK";"500,00";"DKK"
"637674667688268940";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-10-2020";"telia.dk";"telia.dk
EndToEndID: NOTPROVIDED";"16";"Andre leveomkostninger";"149";"Telefoni & internet";"Expense";"Fixed";"-249,00";"5457,55";"";"";"";"No";"";"";"DKK";"-249,00";"DKK"
"637674667688268937";"637674667682955970";"Faste Fællesudgifter";"Consumption";"20-10-2020";"Tandforsikring PR";"Tandforsikring PR
We have transferred the amount to:
TANDFORSIKRING
FI-kreditor 81656754
71/000003792342820
EndToEndID: NOTPROVIDED";"";"";"";"";"Expense";"";"-620,00";"4093,55";"";"";"";"No";"";"";"DKK";"-620,00";"DKK"
"637674667688268938";"637674667682955970";"Faste Fællesudgifter";"Consumption";"20-10-2020";"Tandforsikring LA";"Tandforsikring LA
We have transferred the amount to:
TANDFORSIKRING
FI-kreditor 81656754
71/000003792346011
EndToEndID: NOTPROVIDED";"";"";"";"";"Expense";"";"-620,00";"4713,55";"";"";"";"No";"";"";"DKK";"-620,00";"DKK"
"637674667688268939";"637674667682955970";"Faste Fællesudgifter";"Consumption";"20-10-2020";"SpotifySE";"SpotifySE
EndToEndID: NOTPROVIDED";"17";"Privatforbrug";"163";"Film, musik & læsestof";"Expense";"Variable";"-124,00";"5333,55";"";"";"";"No";"";"";"DKK";"-124,00";"DKK"
"637674667688268935";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-11-2020";"Faste fællesudgifter";"Faste fællesudgifter
EndToEndID: NOTPROVIDED";"16";"Andre leveomkostninger";"146";"Sundheds- & sygeforsikring";"Expense";"Fixed";"500,00";"5093,55";"";"";"";"No";"";"";"DKK";"500,00";"DKK"
"637674667688268936";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-11-2020";"Fast Overførsel - Patric";"Fast Overførsel - Patric
EndToEndID: NOTPROVIDED";"";"";"";"";"Income";"";"500,00";"4593,55";"";"";"";"No";"";"";"DKK";"500,00";"DKK"
"637674667688268934";"637674667682955970";"Faste Fællesudgifter";"Consumption";"03-11-2020";"telia.dk";"telia.dk
EndToEndID: NOTPROVIDED";"16";"Andre leveomkostninger";"149";"Telefoni & internet";"Expense";"Fixed";"-249,00";"4844,55";"";"";"";"No";"";"";"DKK";"-249,00";"DKK"
"637674667688268933";"637674667682955970";"Faste Fællesudgifter";"Consumption";"19-11-2020";"SpotifySE";"SpotifySE
EndToEndID: NOTPROVIDED";"17";"Privatforbrug";"163";"Film, musik & læsestof";"Expense";"Variable";"-124,00";"4720,55";"";"";"";"No";"";"";"DKK";"-124,00";"DKK"
"637674667688268931";"637674667682955970";"Faste Fællesudgifter";"Consumption";"01-12-2020";"Faste fællesudgifter";"Faste fællesudgifter
EndToEndID: NOTPROVIDED";"16";"Andre leveomkostninger";"146";"Sundheds- & sygeforsikring";"Expense";"Fixed";"500,00";"5720,55";"";"";"";"No";"";"";"DKK";"500,00";"DKK"
"637674667688268932";"637674667682955970";"Faste Fællesudgifter";"Consumption";"01-12-2020";"Fast Overførsel - Patric";"Fast Overførsel - Patric
EndToEndID: NOTPROVIDED";"";"";"";"";"Income";"";"500,00";"5220,55";"";"";"";"No";"";"";"DKK";"500,00";"DKK"
"637674667688268930";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-12-2020";"telia.dk";"telia.dk
EndToEndID: NOTPROVIDED";"16";"Andre leveomkostninger";"149";"Telefoni & internet";"Expense";"Fixed";"-249,00";"5471,55";"";"";"";"No";"";"";"DKK";"-249,00";"DKK"
"637674667688268929";"637674667682955970";"Faste Fællesudgifter";"Consumption";"10-12-2020";"Annual Card Fee";"Annual Card Fee
EndToEndID: NOTPROVIDED";"18";"Diverse";"174";"Bankgebyrer";"Expense";"Variable";"-60,00";"5411,55";"";"";"";"No";"";"";"DKK";"-60,00";"DKK"
"637674667688268928";"637674667682955970";"Faste Fællesudgifter";"Consumption";"21-12-2020";"SpotifySE";"SpotifySE
EndToEndID: NOTPROVIDED";"17";"Privatforbrug";"163";"Film, musik & læsestof";"Expense";"Variable";"-124,00";"5287,55";"";"";"";"No";"";"";"DKK";"-124,00";"DKK"
