"Id";"AccountId";"AccountName";"AccountType";"Date";"Description";"OriginalDescription";"MainCategoryId";"MainCategoryName";"CategoryId";"CategoryName";"CategoryType";"ExpenseType";"Amount";"Balance";"CounterEntryId";"Comment";"Tags";"Extraordinary";"SplitGroupId";"CustomDate";"Currency";"OriginalAmount";"OriginalCurrency"
"638079872373867984";"636225015933913518";"Primary";"Consumption";"30-12-2022";"Lønoverførsel";"LØNOVERFØRSEL";"11";"Indkomst";"103";"Løn";"Income";"Fixed";"40811,33";"181348,05";"";;"";"No";"";"01-01-2023";"DKK";"40811,33";"DKK"
"638082441267622274";"636225015933913518";"Primary";"Consumption";"02-01-2023";"Spotify";"Spotify, iCloud - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-97,00";"167124,55";"638082441953056802";;"";"No";"";;"DKK";"-97,00";"DKK"
"638082441267735617";"636225015933913518";"Primary";"Consumption";"02-01-2023";"Tandforsikring - PRM";"Tandforsikring - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-60,00";"167221,55";"638082441953056803";;"";"No";"";;"DKK";"-60,00";"DKK"
"638082441267735618";"636225015933913518";"Primary";"Consumption";"02-01-2023";"Hus, indboforsikr - PRM";"Hus, indboforsikr - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-347,00";"167281,55";"638082441953056804";;"";"No";"";;"DKK";"-347,00";"DKK"
"638082441267735619";"636225015933913518";"Primary";"Consumption";"02-01-2023";"Bilforsikr, afgift - PRM";"Bilforsikr, afgift - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-200,00";"167628,55";"638082441953056805";;"";"No";"";;"DKK";"-200,00";"DKK"
"638082441267735620";"636225015933913518";"Primary";"Consumption";"02-01-2023";"Ejendommensskat - PRM";"Ejendommensskat - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-1224,50";"167828,55";"638082441953056806";;"";"No";"";;"DKK";"-1224,50";"DKK"
"638082441267735621";"636225015933913518";"Primary";"Consumption";"02-01-2023";"Vuggestue - PRM";"Vuggestue - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-1971,00";"169053,05";"638082441953056813";;"";"No";"";;"DKK";"-1971,00";"DKK"
"638082441267735622";"636225015933913518";"Primary";"Consumption";"02-01-2023";"El, vand og varme - PRM";"El, vand og varme - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-1084,00";"171024,05";"638082441953056807";;"";"No";"";;"DKK";"-1084,00";"DKK"
"638082441267735623";"636225015933913518";"Primary";"Consumption";"02-01-2023";"Dagligvarer - PRM";"Dagligvarer - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-3500,00";"172108,05";"638082442332278540";;"";"No";"";;"DKK";"-3500,00";"DKK"
"638082441267735624";"636225015933913518";"Primary";"Consumption";"02-01-2023";"Aldersopsparing";"Aldersopsparing 2021";"20";"Pension & Opsparing";"182";"Pensionsopsparing";"Saving";"Fixed";"-5300,00";"175608,05";"";;"";"No";"";;"DKK";"-5300,00";"DKK"
