"Id";"AccountId";"AccountName";"AccountType";"Date";"Description";"OriginalDescription";"MainCategoryId";"MainCategoryName";"CategoryId";"CategoryName";"CategoryType";"ExpenseType";"Amount";"Balance";"CounterEntryId";"Comment";"Tags";"Extraordinary";"SplitGroupId";"CustomDate";"Currency";"OriginalAmount";"OriginalCurrency"
"638813512374290130";"636225015933913518";"Primary";"Consumption";"30-12-2024";"Lønoverførsel";"LØNOVERFØRSEL";"11";"Indkomst";"103";"Løn";"Income";"Fixed";"41187,00";"74871,06";"";;"";"No";"";"01-01-2025";"DKK";"41187,00";"DKK"
"638813512374284939";"636225015933913518";"Primary";"Consumption";"02-01-2025";"Aldersopsparing";"Aldersopsparing";"20";"Pension & Opsparing";"182";"Pensionsopsparing";"Saving";"Fixed";"-4100,00";"33208,91";"";;"";"No";"";;"DKK";"-4100,00";"DKK"
"638813512374285183";"636225015933913518";"Primary";"Consumption";"02-01-2025";"Tandforsikring - PRM";"Tandforsikring - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-60,00";"37308,91";"638813513273927765";;"";"No";"";;"DKK";"-60,00";"DKK"
"638813512374285425";"636225015933913518";"Primary";"Consumption";"02-01-2025";"Spotify";"Spotify, iCloud - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-97,00";"37368,91";"638813513273928042";;"";"No";"";;"DKK";"-97,00";"DKK"
"638813512374285668";"636225015933913518";"Primary";"Consumption";"02-01-2025";"Bilforsikr, afgift - PRM";"Bilforsikr, afgift - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-250,00";"37465,91";"638813513273928297";;"";"No";"";;"DKK";"-250,00";"DKK"
"638813512374285903";"636225015933913518";"Primary";"Consumption";"02-01-2025";"Hus, indboforsikr - PRM";"Hus, indboforsikr - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-347,00";"37715,91";"638813513273928576";;"";"No";"";;"DKK";"-347,00";"DKK"
"638813512374286156";"636225015933913518";"Primary";"Consumption";"02-01-2025";"El, vand og varme - PRM";"El, vand og varme - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-1084,00";"38062,91";"638813513273928852";;"";"No";"";;"DKK";"-1084,00";"DKK"
"638813512374286401";"636225015933913518";"Primary";"Consumption";"02-01-2025";"Ejendommensskat - PRM";"Ejendommensskat - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-1224,50";"39146,91";"638813513274017530";;"";"No";"";;"DKK";"-1224,50";"DKK"
"638813512374286651";"636225015933913518";"Primary";"Consumption";"02-01-2025";"Vuggestue - PRM";"Vuggestue - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-2010,50";"40371,41";"638813513273927482";;"";"No";"";;"DKK";"-2010,50";"DKK"
"638813512374286894";"636225015933913518";"Primary";"Consumption";"02-01-2025";"Dagligvarer - PRM";"Dagligvarer - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-3500,00";"42381,91";"638813513346467472";;"";"No";"";;"DKK";"-3500,00";"DKK"
"638813512374287140";"636225015933913518";"Primary";"Consumption";"02-01-2025";"Aldersopsparing";"Aldersopsparing 2021";"20";"Pension & Opsparing";"182";"Pensionsopsparing";"Saving";"Fixed";"-5300,00";"45881,91";"";;"";"No";"";;"DKK";"-5300,00";"DKK"
"638813512374287383";"636225015933913518";"Primary";"Consumption";"02-01-2025";"iCloud Fastefæll.udgifte";"iCloud Fastefæll.udgifte";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"69,00";"51181,91";"638813513274018490";;"";"No";"";;"DKK";"69,00";"DKK"
"638813512374287644";"636225015933913518";"Primary";"Consumption";"02-01-2025";"hiper.dk";"hiper.dk 99318";"16";"Andre leveomkostninger";"149";"Telefoni & internet";"Expense";"Fixed";"-339,00";"51112,91";"";;"";"No";"";;"DKK";"-339,00";"DKK"
"638813512374287895";"636225015933913518";"Primary";"Consumption";"02-01-2025";"Hvidovre apotek";"Hvidovre apotek 72202";"16";"Andre leveomkostninger";"134";"Apotek & medicin";"Expense";"Variable";"-224,35";"51451,91";"";;"";"No";"";;"DKK";"-224,35";"DKK"
"638813512374288159";"636225015933913518";"Primary";"Consumption";"02-01-2025";"Hvidovre Apotek";"Hvidovre Apotek 25374";"16";"Andre leveomkostninger";"134";"Apotek & medicin";"Expense";"Variable";"-105,50";"51676,26";"";;"";"No";"";;"DKK";"-105,50";"DKK"
"638813512374288403";"636225015933913518";"Primary";"Consumption";"02-01-2025";"derila.com Kaunas";"Klarna*derila.com Kaunas";;;"";;"Expense";;"-366,71";"51781,76";"";;"";"No";"";;"DKK";"-366,71";"DKK"
"638813512374288669";"636225015933913518";"Primary";"Consumption";"02-01-2025";"derila.com Kaunas";"Klarna*derila.com Kaunas";;;"";;"Income";;"366,53";"52148,47";"";;"";"No";"";;"DKK";"366,53";"DKK"
"638813512374288922";"636225015933913518";"Primary";"Consumption";"02-01-2025";"Akademikernes A-Kasse";"Akademikernes A-Kasse";"16";"Andre leveomkostninger";"144";"Fagforening & a-kasse";"Expense";"Fixed";"-1497,00";"51781,94";"";;"";"No";"";;"DKK";"-1497,00";"DKK"
"638813513273927482";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2025";"Vuggestue - LAH";"Vuggestue - LAH";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"2010,50";"18948,83";"638813512374286651";;"";"No";"";;"DKK";"2010,50";"DKK"
"638813513273927765";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2025";"Tandforsikring - PRM";"Tandforsikring - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"60,00";"16938,33";"638813512374285183";;"";"No";"";;"DKK";"60,00";"DKK"
"638813513273928042";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2025";"Spotify";"Spotify, iCloud - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"97,00";"16878,33";"638813512374285425";;"";"No";"";;"DKK";"97,00";"DKK"
"638813513273928297";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2025";"Bilforsikr, afgift - PRM";"Bilforsikr, afgift - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"250,00";"16781,33";"638813512374285668";;"";"No";"";;"DKK";"250,00";"DKK"
"638813513273928576";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2025";"Hus, indboforsikr - PRM";"Hus, indboforsikr - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"347,00";"16531,33";"638813512374285903";;"";"No";"";;"DKK";"347,00";"DKK"
