"Id";"AccountId";"AccountName";"AccountType";"Date";"Description";"OriginalDescription";"MainCategoryId";"MainCategoryName";"CategoryId";"CategoryName";"CategoryType";"ExpenseType";"Amount";"Balance";"CounterEntryId";"Comment";"Tags";"Extraordinary";"SplitGroupId";"CustomDate";"Currency";"OriginalAmount";"OriginalCurrency"
"638082442332278539";"637674667930491040";"Kærestekonto";"Consumption";"02-01-2023";"Lidl";"Lidl";"14";"Husholdning";"132";"Dagligvarer";"Expense";"Variable";"-350,46";"7611,95";"";"";"";"No";"";"";"DKK";"-350,46";"DKK"
"638082442332278540";"637674667930491040";"Kærestekonto";"Consumption";"02-01-2023";"Fællesudgifter";"Fællesudgifter";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"3500,00";"7962,41";"638082441267735623";"";"";"No";"";"";"DKK";"3500,00";"DKK"
"638082442332278541";"637674667930491040";"Kærestekonto";"Consumption";"02-01-2023";"Dagligvarer - PRM";"Dagligvarer - PRM";"14";"Husholdning";"132";"Dagligvarer";"Expense";"Variable";"3500,00";"4462,41";"";"";"";"No";"";"";"DKK";"3500,00";"DKK"
"638083279437639108";"637674667930491040";"Kærestekonto";"Consumption";"02-01-2023";"MamaMilla c13GK";"MamaMilla c13GK";"17";"Privatforbrug";"167";"Babyudstyr";"Expense";"Variable";"-1293,96";"5935,99";"";"";"";"No";"";"";"DKK";"-1293,96";"DKK"
"638083279437639109";"637674667930491040";"Kærestekonto";"Consumption";"02-01-2023";"Kvickly Hvidovre";"KVICKLY HVIDOVRE )))) 47124";"14";"Husholdning";"132";"Dagligvarer";"Expense";"Variable";"3,00";"7229,95";"";"";"";"No";"";"";"DKK";"3,00";"DKK"
"638083279437639110";"637674667930491040";"Kærestekonto";"Consumption";"02-01-2023";"Victoria Cafe Hvid";"VICTORIA CAFE HVID )))) 95467";"17";"Privatforbrug";"156";"Bar, cafe & restaurant";"Expense";"Variable";"-39,00";"7226,95";"";"";"";"No";"";"";"DKK";"-39,00";"DKK"
"638083279437639111";"637674667930491040";"Kærestekonto";"Consumption";"02-01-2023";"Victoria Cafe Hvid";"VICTORIA CAFE HVID )))) 95465";"17";"Privatforbrug";"156";"Bar, cafe & restaurant";"Expense";"Variable";"-346,00";"7265,95";"";"";"";"No";"";"";"DKK";"-346,00";"DKK"
"638083279437639107";"637674667930491040";"Kærestekonto";"Consumption";"03-01-2023";"Parkman";"PARKMAN 358942720960";"13";"Transport";"129";"Parkering";"Expense";"Variable";"-16,40";"5919,59";"";"";"";"No";"";"";"DKK";"-16,40";"DKK"
"638084145721874799";"637674667930491040";"Kærestekonto";"Consumption";"03-01-2023";"Kamerahuset";"Kamerahuset )))) 13580";"17";"Privatforbrug";"159";"Elektronik & computerudstyr";"Expense";"Variable";"-100,00";"6375,59";"";"";"";"No";"";"";"DKK";"-100,00";"DKK"
"638084145721874800";"637674667930491040";"Kærestekonto";"Consumption";"03-01-2023";"Jysk D075";"Jysk D075 )))) 37321";"17";"Privatforbrug";"158";"Møbler & boligudstyr";"Expense";"Variable";"750,00";"6475,59";"";"";"";"No";"";"";"DKK";"750,00";"DKK"
"638084145721874801";"637674667930491040";"Kærestekonto";"Consumption";"03-01-2023";"tipster.dk 634-4";"tipster.dk 634-4";"";"";"";"";"Expense";"";"-194,00";"5725,59";"";"";"";"No";"";"";"DKK";"-194,00";"DKK"
"638084145721874797";"637674667930491040";"Kærestekonto";"Consumption";"04-01-2023";"FDB Kvickly Hvidovre";"FDB Kvickly Hvidovre";"14";"Husholdning";"132";"Dagligvarer";"Expense";"Variable";"-47,60";"6188,99";"";"";"";"No";"";"";"DKK";"-47,60";"DKK"
